StockCode,Total_Quantity,Total_Revenue,Average_Price,Transaction_Count
20723,9793,12548.15,1.2022176308539945,722
22607,1327,12531.57,10.739052924791086,358
21790,14521,12510.009999999998,1.0157754010695188,926
22188,4870,12483.220000000001,4.3502645502645505,189
21755,2011,12435.86,6.695205047318613,629
22568,3373,12413.89,4.162959830866807,470
22424,873,12358.33,15.894339207048457,454
22149,6070,12357.08,2.455298372513562,547
23174,3055,12342.43,4.795123456790124,322
21977,24820,12226.32,0.7446931818181819,869
48188,2064,12107.02,8.819268292682928,287
47590B,2323,12050.12,5.82266497461929,393
22273,4509,12001.59,3.2667267267267266,331
22191,1445,11911.65,8.85322966507177,415
21430,3034,11905.95,4.931106471816284,477
22087,4082,11872.58,3.396042296072508,326
22193,1400,11857.07,9.24141304347826,460
22158,3413,11797.380000000001,3.352964169381108,303
23300,6809,11785.99,1.9087597911227152,758
21936,3985,11665.19,3.7098496240601504,531
23581,5020,11581.83,2.256289855072464,338
22692,1522,11539.06,9.598148984198644,443
21217,1088,11522.439999999999,12.575697674418604,344
22730,2885,11453.4,4.418076923076923,570
21481,3307,11443.87,4.10572,490
22356,9716,11417.74,1.252092715231788,742
21216,2128,11382.81,7.409124423963133,430
22041,4374,11354.56,3.676493150684932,361
21080,13202,11312.56,1.0935721393034825,986
21340,975,11300.02,13.383676975945017,290
22605,782,11276.21,16.2249,299
47566B,2379,11275.27,5.564371584699454,365
22570,3086,11204.97,4.297686375321336,386
23170,6857,11097.249999999998,2.075707865168539,445
22413,3774,11095.94,3.3484375,412
B,1,11062.06,11062.06,1
22662,6706,11060.88,1.9342608695652173,682
20711,5007,11014.62,3.1267175572519084,522
85014B,1910,10952.2,6.828942857142858,350
85048,1359,10910.61,9.306958174904944,261
71459,13605,10858.89,0.9382312925170068,440
22988,9073,10858.31,1.4978199052132701,418
22617,2209,10745.050000000001,5.468758029978586,464
22846,665,10676.619999999999,17.699460431654675,278
22734,3261,10610.04,3.5106250000000006,422
21891,8130,10504.85,1.592523148148148,425
21791,7864,10504.4,1.5057937806873976,607
47590A,1990,10491.75,5.864717948717949,390
84755,16401,10487.050000000001,0.7275401929260451,621
23208,6308,10441.91,1.9362038404726736,668
22992,5233,10373.99,2.2714044943820224,348
22169,1197,10345.76,10.152849462365591,372
21914,7876,10339.81,1.4315409836065573,603
84947,8652,10229.77,1.471534090909091,347
23582,4802,10206.41,2.2147709923664123,259
22970,4334,10140.6,2.730219435736677,317
21218,2433,10116.49,5.90964824120603,394
22569,2759,10110.83,4.278142857142857,348
22556,6113,10061.859999999999,1.7862045060658576,571
22621,6148,10053.65,1.8817932148626817,609
23171,6247,10051.99,2.128433420365535,381
22633,4851,10023.720000000001,2.1974036511156188,479
20679,1710,10021.42,7.003669724770643,326
48173C,1799,10000.66,8.200425531914894,188
22690,1619,9943.7,8.34332167832168,285
23076,8076,9935.76,1.35028880866426,277
84997A,2573,9933.880000000001,4.455807692307692,260
22619,2480,9895.04,4.664125560538116,443
22654,1411,9893.0,7.752151515151516,328
22791,7955,9873.880000000001,1.5130057803468209,345
22555,6010,9841.829999999998,1.8509351145038169,515
21314,4246,9798.980000000001,2.8415313653136534,541
22838,689,9765.11,17.272142857142857,168
22766,3267,9755.09,3.213877952755906,504
22561,5883,9741.57,1.777737556561086,433
21559,3933,9735.38,3.130447504302926,573
22144,4073,9662.28,2.5802712477396024,544
22844,1003,9661.32,10.829090909090908,416
23175,3160,9587.15,3.8787915407854987,329
22560,8144,9572.32,1.4223907455012852,389
22978,2464,9564.98,4.3442436974789915,238
22456,1727,9534.67,6.674088050314466,476
35970,5050,9512.73,2.4164301075268813,456
22952,16056,9512.07,0.7646761453396524,619
21174,4175,9405.76,2.6952573529411765,538
85150,4037,9383.43,3.0745511482254697,478
84375,4311,9383.150000000001,2.518560460652591,517
21155,3155,9296.3,3.131690427698574,485
23319,3720,9219.53,2.651167883211679,403
22749,2362,9216.16,4.118048245614035,449
22966,7440,9202.15,1.4521260997067449,670
84991,18189,9169.970000000001,0.689585308056872,828
23318,3809,9162.41,2.7416492146596863,376
20972,7337,9128.06,1.4245659163987139,616
23080,1074,9117.62,9.339272030651342,257
48116,1491,9080.68,9.6681592039801,201
22729,2323,9068.95,4.514446902654867,445
22759,5435,9027.439999999999,2.050720930232558,422
22989,2811,8999.27,3.6862698412698416,372
22632,4468,8982.830000000002,2.212280701754386,392
22771,6539,8930.44,1.5675615212527965,441
23322,3069,8878.210000000001,3.1351398601398603,562
82582,4365,8858.79,2.3959453302961276,437
23439,3986,8855.51,2.2266262135922332,397
21889,6390,8847.29,1.5789816360601001,587
84945,10545,8744.43,0.9520170454545455,347
22947,746,8714.24,13.112481751824818,137
23256,2113,8667.07,4.463064516129032,368
22147,6226,8621.14,1.6384444444444444,481
22652,5091,8612.07,1.9708723404255317,467
23534,1387,8608.9,7.53896551724138,260
22795,1211,8571.25,8.111132075471698,368
23082,2328,8558.76,4.093564356435643,297
23078,6831,8553.34,1.4267315175097277,257
21035,2599,8536.85,4.550554156171285,394
84378,6332,8518.4,1.6291907514450867,685
23493,3964,8497.98,2.156320754716981,415
21484,1871,8495.42,5.187780487804877,402
23535,1324,8440.24,7.446898148148148,215
23321,4716,8438.539999999999,1.7480124223602485,629
71053,1944,8419.32,4.824941176470588,333
21213,15169,8414.59,0.797123695976155,663
21210,5808,8368.39,1.7856512141280352,453
22768,867,8258.59,10.96038314176245,260
72741,5958,8196.0,1.5990443686006826,292
22192,954,8189.29,9.043780821917808,365
22725,1980,8153.6,4.783640552995392,428
84380,5799,8153.56,1.7178818443804036,688
22655,60,8125.0,143.42105263157896,38
22804,3131,8102.950000000001,3.1792708333333337,474
22667,2882,8045.1,3.0373885350318472,464
22909,8976,8041.179999999999,0.9908974358974358,610
21121,6606,7998.85,1.3711488250652741,379
22616,26119,7975.98,0.44826003824091776,512
21770,1638,7923.93,5.524447300771209,388
22487,784,7909.28,10.87100233100233,429
22940,1915,7890.25,4.549082568807339,321
22352,3088,7860.969999999999,3.321921487603306,482
22968,794,7851.98,11.976137566137565,189
21136,4687,7793.139999999999,1.8063031914893617,370
23238,1849,7771.610000000001,4.752158273381295,274
22173,2444,7767.8,3.8380321285140564,493
22557,4712,7762.239999999999,1.900190972222222,566
21908,3771,7752.22,2.534714587737844,468
23204,7976,7741.94,1.1219453924914675,583
23007,498,7741.749999999999,15.913423913043477,184
48111,1172,7708.48,9.613290598290599,233
21258,532,7674.799999999999,17.17723926380368,163
84406B,2015,7653.17,4.311608391608392,284
84970S,8879,7650.3099999999995,1.141173184357542,537
84949,4789,7622.639999999999,1.8617465753424658,290
21231,6054,7617.280000000001,1.5708023483365947,509
22991,3887,7604.889999999999,2.273655913978495,274
21955,1228,7580.82,9.168653846153846,206
22585,6221,7547.89,1.4756511056511057,395
22627,852,7521.89,9.536190476190477,357
22367,3749,7508.58,2.4254611211573236,550
22750,2001,7491.83,4.061346153846154,413
21668,5494,7481.16,1.6713832199546486,437
22381,3439,7433.74,3.0202536997885834,469
84836,5937,7418.07,1.3647155963302753,535
22741,8547,7363.86,1.107905982905983,233
23382,1875,7356.18,4.660950226244344,220
21169,4413,7301.7699999999995,2.245964912280702,450
23083,1932,7250.900000000001,4.236586345381526,246
20969,1960,7229.43,4.268562091503268,305
22179,966,7226.2,8.985479452054793,289
22631,3677,7199.57,2.614900497512438,396
22485,526,7190.349999999999,15.007980769230768,208
22767,774,7173.549999999999,10.27288990825688,218
22634,763,7161.3,10.312946428571427,222
21787,8875,7161.1,1.0531854838709678,243
22553,4242,7132.119999999999,1.9751052631578947,560
22950,5209,7131.549999999999,1.5890810810810811,185
22637,2760,7111.18,3.1144072948328265,329
22834,4941,7105.33,2.229490616621984,368
21669,5252,7091.15,1.5951612903225805,425
22505,1457,7084.42,5.665495207667732,311
21259,1179,7077.200000000001,7.013789473684211,285
23236,2493,7059.97,3.2796969696969698,327
23320,2661,7053.57,2.805680473372781,333
22663,3419,7051.2,2.5757427937915747,450
C2,142,7051.0,49.87943262411348,141
21912,1786,7047.7,4.942045454545455,396
22333,4492,7043.94,1.8778124999999999,317
23215,3564,7038.400000000001,2.2615962441314554,210
22946,453,7030.22,18.158260869565215,137
23543,1236,7010.76,8.530952380952382,103
23283,994,7003.38,8.65824034334764,233
23293,8471,6989.54,1.0651805054151624,552
22839,445,6981.67,18.59910891089109,201
22170,1068,6977.6,7.740037735849057,265
21922,898,6944.360000000001,9.187081339712918,208
21165,4154,6935.7,2.156901098901099,449
21094,8758,6933.259999999999,0.9860338345864661,527
21877,5411,6932.78,1.7194857142857145,349
22109,1640,6921.15,5.498528428093645,296
22840,913,6903.79,8.366014760147602,271
23254,1703,6903.110000000001,4.267142857142858,299
21257,688,6901.42,11.262595419847328,261
21326,10535,6859.27,0.8200289017341041,340
22580,1311,6848.1900000000005,5.728536585365854,246
23103,4072,6846.159999999999,1.8441489361702128,365
23109,2386,6835.02,3.264963235294118,268
23541,872,6823.91,9.71203947368421,152
75049L,7102,6812.98,1.6756937799043061,205
22294,5457,6805.08,1.453355048859935,299
23297,4303,6792.23,1.8389570552147239,161
22620,4889,6782.21,1.6602857142857141,483
21672,4992,6776.0,1.6896626506024097,409
22943,1355,6755.47,6.264258373205742,209
23229,1869,6739.71,4.2430078125,256
23008,433,6719.61,16.12609022556391,133
23480,1798,6719.14,4.428761467889909,215
23247,2194,6681.25,3.2880906148867313,309
21871,5453,6679.56,1.8128531855955676,357
85014A,1163,6678.72,6.487913669064748,278
22668,2179,6677.969999999999,4.122405797101449,345
84988,4311,6671.25,2.1471037181996087,510
23169,1556,6662.84,4.724095238095239,314
21888,1688,6659.54,4.72473544973545,378
21533,1351,6651.72,5.303294117647059,339
20718,4769,6604.29,1.7783737024221455,575
84992,13319,6532.780000000001,0.6851746031746032,615
22508,1594,6525.88,4.5645945945945945,296
21122,5325,6488.54,1.373,344
23311,2390,6488.2,2.9656772334293944,344
22141,2791,6463.790000000001,2.6021551724137932,457
23188,3471,6447.7699999999995,1.934985163204748,333
23553,568,6444.65,13.30220588235294,68
23134,1065,6431.110000000001,7.9068421052631574,38
84030E,1497,6414.69,4.949702380952381,334
22635,681,6412.33,10.368102564102564,194
84970L,6064,6411.5199999999995,1.3050436681222708,457
23571,2841,6406.91,1.8921374045801527,257
22979,4090,6391.82,1.8184334203655352,381
20676,5023,6374.81,1.631751662971175,448
23307,12049,6371.89,0.6839469578783152,629
22784,1272,6360.99,5.675478547854786,299
23172,3861,6344.409999999999,2.06783606557377,305
22303,2816,6338.25,2.7623664122137406,261
22895,2058,6334.3,3.6027972027972033,284
22151,15126,6322.21,0.5779646017699115,332
21154,4034,6320.51,1.946069868995633,451
21380,2165,6307.51,3.49,290
21935,3393,6298.61,2.336911487758945,530
22826,58,6210.0,114.02439024390245,41
23192,3516,6114.24,1.7743304843304841,345
21975,12312,6102.51,0.6264715447154472,601
23118,813,6102.18,8.39046511627907,258
21156,3170,6091.099999999999,2.3748888888888886,358
21670,4328,6083.99,1.709493333333333,374
21671,4402,6054.79,1.7286216216216217,369
47591D,3207,6052.45,2.157881548974943,439
47556B,2600,6045.0,2.325,2
21673,4372,6041.2,1.6842276422764229,365
22366,800,6034.9,9.812318181818181,220
17003,23020,6025.95,0.363402489626556,239
23526,1012,6021.4,8.24888888888889,143
48129,904,6009.84,8.774320388349514,205
21535,2487,5986.01,2.7591618497109827,343
23296,4979,5985.55,1.524240837696335,378
22174,3218,5978.78,2.596676923076923,321
23312,1423,5964.150000000001,4.452293577981651,214
22783,463,5961.25,14.623939393939393,33
23052,654,5949.34,9.784460431654676,278
22584,2330,5946.96,3.1074111675126903,196
22150,3021,5907.84,2.2756779661016946,468
23113,1154,5868.5,6.361754385964912,57
22971,2431,5849.29,2.7821167883211677,272
23485,262,5843.92,24.791807228915662,83
23154,2701,5842.88,2.2075000000000005,235
22207,1333,5833.59,6.180480769230769,208
22751,1563,5801.47,4.235924657534247,290
22740,6842,5793.62,1.1349411764705881,170
22779,1537,5789.85,4.183509933774834,149
22796,582,5787.45,10.461965811965811,232
22365,789,5754.03,9.92530726256983,179
82001S,1582,5750.21,4.426640625,127
23205,5857,5726.38,1.1491063829787236,467
22595,6788,5720.21,1.0276793248945149,467
62018,4415,5716.85,1.812295081967213,61
21242,3373,5699.71,2.085625,304
22646,4160,5684.17,2.054529262086514,390
22907,6573,5670.0,0.9899710982658959,670
22088,1893,5661.05,3.5898333333333334,238
22837,1173,5657.93,5.565,178
22466,3069,5605.79,2.4860189573459714,209
22418,6564,5585.45,1.0559561128526644,318
22488,3195,5573.679999999999,2.071558752997602,415
22798,1798,5561.3,3.781310861423221,267
21558,2131,5550.219999999999,3.376298076923077,412
23531,976,5538.26,7.661681415929204,112
23126,1109,5532.04,5.375153583617748,291
23133,782,5525.4,9.162451612903226,155
23177,2532,5521.29,2.702074074074074,267
23158,2633,5513.83,2.674823529411765,255
22429,1262,5507.18,4.848253968253968,376
23583,3385,5497.33,1.8020481927710843,325
22464,3402,5485.629999999999,1.9432294617563741,351
22964,2624,5472.6900000000005,2.5305774278215223,378
22904,1834,5467.26,3.353065693430657,271
22297,4164,5459.91,1.746631853785901,378
23135,1541,5416.18,5.675777777777777,45
22827,35,5415.0,158.07692307692307,26
22845,802,5396.929999999999,7.846624605678234,316
22349,1366,5381.5199999999995,4.129848484848485,131
23494,809,5354.01,6.812864077669903,205
21172,3485,5338.63,2.0224472573839662,467
22998,12366,5262.82,0.49730483271375464,534
22296,3140,5247.719999999999,1.8795412844036699,318
22120,523,5247.09,10.999627659574466,188
22623,937,5236.31,6.208851063829787,235
22848,323,5208.45,18.21203125,128
22665,1516,5192.08,4.052696629213483,356
22781,621,5191.01,9.835818965517243,232
22689,673,5176.25,10.198027210884353,146
21844,1847,5167.6900000000005,3.3125477707006374,156
21428,1207,5163.63,5.438282442748092,262
21164,1766,5155.9800000000005,3.292605633802817,282
22898,2414,5150.92,2.5617983651226157,365
23263,3863,5147.19,1.4479957805907173,445
23162,1412,5143.6900000000005,4.422272727272728,176
23157,2557,5143.06,2.361597633136095,163
23165,3114,5141.0599999999995,1.9777738515901062,280
23132,1020,5138.6,6.2221710526315785,152
22302,2329,5134.29,2.7265727699530515,212
37449,563,5117.29,9.906493506493506,154
22772,3793,5116.7,1.66984375,254
23397,489,5097.65,11.573870967741934,217
23234,1722,5079.78,3.3792086330935254,277
21098,3719,5078.76,1.6951538461538462,248
23295,6134,5073.45,1.1117555555555554,444
22371,1086,5072.32,5.208936708860759,392
23198,3342,5062.599999999999,1.7995876288659793,475
22780,1346,5044.34,4.1853731343283584,132
22849,323,5027.73,16.917441860465114,129
21907,2371,5027.18,2.3004347826086957,367
22957,1775,5014.650000000001,3.115555555555556,214
23314,407,5012.96,13.607881355932204,117
22636,595,5009.56,8.927575757575758,198
22271,1701,5007.35,3.38049504950495,301
21756,809,5006.26,6.620036900369003,270
23310,12050,4997.28,0.47804878048780486,245
21932,2720,4995.38,2.0698666666666665,446
22301,2205,4980.83,3.1865079365079363,252
21933,2672,4957.43,2.0688009592326138,410
22142,3247,4946.19,1.7504663212435232,377
23556,436,4937.01,12.61811320754717,53
84212,10315,4934.87,0.8927927927927929,111
23570,2772,4931.87,1.431118881118881,276
22110,1172,4912.14,4.051458333333333,279
21937,1707,4898.849999999999,3.405555555555556,251
22748,2117,4880.83,2.4816628701594534,436
23010,315,4879.599999999999,16.296576576576577,111
23351,3535,4875.65,1.5103072625698326,354
21124,4011,4863.05,1.2982644628099174,240
23503,3643,4860.55,1.279298245614035,335
21033,1932,4851.73,3.2029,300
21086,7121,4851.5,0.9603908045977011,428
21390,3903,4848.13,1.4722374429223746,212
21876,3789,4825.36,2.0920059880239523,333
23554,422,4805.53,13.047017543859647,57
22549,3188,4798.38,1.9796408839779005,356
23555,421,4780.57,12.897450980392156,50
23184,874,4764.5,6.4533082706766915,264
84050,3229,4753.53,2.165366795366795,256
22243,3098,4751.639999999999,1.9261654135338346,131
23389,1115,4751.49,4.531338912133891,237
23286,5048,4747.62,1.03009009009009,222
20677,3674,4747.34,1.6501483679525224,333
21539,969,4743.900000000001,5.474541666666667,238
20979,3734,4723.7300000000005,1.5887384615384617,325
23569,954,4717.66,5.3034693877551025,192
23159,2293,4713.52,2.3199107142857143,223
22645,2354,4709.74,2.2715211267605633,351
23558,415,4703.87,13.125384615384615,52
23176,2165,4693.08,2.663215859030837,226
82552,3012,4674.83,1.657445652173913,364
22504,247,4674.62,22.484117647058824,68
22721,1020,4671.81,5.396275167785235,297
23241,2165,4669.55,2.4851092896174864,363
22082,2680,4661.88,1.9854457831325298,409
22745,2021,4661.79,2.546305882352941,423
47599A,2456,4649.5,2.2805988023952097,165
22813,2372,4640.78,2.645229357798165,218
22606,313,4638.46,16.473846153846154,142
22628,965,4620.91,5.667329842931937,190
22295,2789,4613.969999999999,1.9075984251968503,250
21833,2726,4594.43,2.109345238095238,168
23285,4807,4572.41,1.06703125,191
22417,8420,4563.24,0.7674003795066414,520
23404,1011,4561.76,6.0208875739644965,169
23168,3291,4558.67,1.777485380116959,337
82551,2918,4542.889999999999,1.7629745042492915,351
20974,6976,4527.43,0.7523415977961433,355
23275,3720,4521.72,1.4738323353293412,325
23163,1832,4515.22,3.329234449760766,209
23112,546,4507.08,9.16721991701245,241
23309,8275,4495.85,0.7424170616113744,407
22938,2367,4488.63,2.093191489361702,186
21934,2421,4480.28,2.140631067961165,411
23167,5847,4476.009999999999,1.0025210084033613,231
84987,3051,4471.17,1.9834730538922156,334
21906,581,4470.8099999999995,9.662068965517241,173
22775,3105,4469.37,1.743677685950413,237
22942,608,4460.54,8.33764705882353,152
22089,1423,4457.43,3.5026277372262773,272
23288,4625,4444.2300000000005,1.0418817204301074,185
23530,1056,4436.27,5.577586206896552,87
22626,517,4401.86,9.169145728643217,199
20975,6633,4383.27,0.7378688524590163,362
15056P,776,4354.92,6.352222222222222,144
23349,3221,4342.6,1.5426530612244898,337
16014,13328,4335.76,0.4014814814814815,54
84692,7903,4327.38,0.6784745762711863,583
22899,2069,4326.43,2.442825396825397,313
21892,3192,4317.16,1.6051196172248803,412
21498,10526,4311.92,0.4180357142857143,336
22327,1167,4304.25,4.334896551724138,287
23050,497,4286.55,9.223268292682926,205
23237,1053,4274.39,4.251129943502825,177
22723,1164,4262.820000000001,4.301208053691275,295
22694,1842,4251.72,2.5493430656934306,405
20970,1116,4232.13,4.193650190114068,262
22061,582,4218.0599999999995,10.28958904109589,146
23089,2354,4215.78,2.380175438596491,225
22661,5194,4214.95,0.9770883054892601,415
22801,1027,4203.89,4.729107142857143,220
23144,5089,4197.83,0.9436727272727272,274
23012,1071,4197.110000000001,4.62991935483871,246
22550,1162,4194.89,4.441428571428571,217
20682,1235,4171.33,4.018487394957983,237
23110,700,4147.18,6.66234375,255
23486,275,4145.47,17.8127027027027,74
72760B,409,4145.389999999999,11.102941176470589,153
21874,2974,4141.179999999999,2.014203389830508,295
22649,795,4132.88,6.036470588235295,200
23306,2808,4123.38,1.8061290322580643,277
22596,3476,4110.42,1.299132075471698,262
22841,529,4101.77,8.441549295774648,213
23255,1014,4097.22,4.346962025316456,158
23009,263,4082.5199999999995,15.988252427184465,103
23193,1922,4079.28,2.730571428571429,175
23194,1835,4077.37,2.71331797235023,214
22577,10608,4075.3599999999997,0.4979783393501805,538
22489,9719,4072.13,0.5406053811659193,443
21116,695,4051.79,6.7411111111111115,251
22896,1584,4043.3599999999997,3.2036206896551724,288
21704,5144,4039.2799999999997,1.0033734939759036,248
23081,483,4038.25,9.407194244604316,139
23340,2500,4034.08,1.9589473684210525,151
22219,4133,4033.7299999999996,1.1821157323688969,544
72351B,2096,4007.85,2.3841176470588237,186
23129,950,3999.5000000000005,4.576279069767442,172
22431,2058,3998.7099999999996,2.3188988095238097,334
22951,7481,3990.2000000000003,0.6748868778280543,437
23130,962,3988.98,4.519456521739131,184
22493,2461,3986.64,1.9142342342342342,220
22956,2050,3983.3900000000003,2.225273631840796,198
20675,3120,3983.12,1.5869753086419751,322
84792,833,3974.32,5.533209876543211,241
22274,1340,3953.4800000000005,3.327977528089888,267
22890,385,3939.87,11.292349397590362,165
