CustomerID,Total_Quantity,Total_Revenue,Transactions,Unique_Products
14739.0,3820,3902.28,7,47
13999.0,2243,3901.81,12,102
14291.0,2749,3883.25,11,145
15195.0,1404,3861.0,1,1
18073.0,3102,3859.82,12,23
12662.0,2058,3849.78,11,129
16717.0,1860,3843.08,6,176
13266.0,4428,3834.2599999999998,12,82
17091.0,1746,3827.76,9,119
16327.0,2560,3820.27,6,142
12755.0,1491,3811.95,2,4
12597.0,2236,3811.22,4,184
15867.0,2052,3810.14,15,302
13435.0,2129,3809.8900000000003,7,68
12668.0,1634,3807.15,4,115
16145.0,3123,3799.4900000000002,11,134
16655.0,2363,3789.52,6,208
16168.0,1892,3787.6,27,57
16019.0,1733,3786.2400000000002,9,133
12562.0,1779,3781.7400000000002,7,99
17173.0,1122,3766.6,8,36
13124.0,2119,3756.33,3,185
12429.0,1557,3750.4,4,82
14145.0,756,3742.2,4,6
13552.0,1417,3740.07,12,82
16570.0,2112,3738.4,10,68
12502.0,820,3723.87,5,102
12647.0,1431,3722.82,12,78
13680.0,1934,3719.12,4,164
17238.0,1807,3719.1,17,297
16240.0,1641,3718.8,2,126
14364.0,1967,3717.35,8,61
15845.0,1926,3711.77,8,97
15622.0,1674,3709.56,9,169
17819.0,1031,3704.87,7,36
15379.0,2305,3703.29,7,145
14282.0,2656,3701.44,15,70
12553.0,1965,3692.28,10,95
16253.0,3233,3683.86,2,114
13148.0,1965,3683.26,12,231
15581.0,283,3675.77,13,134
15296.0,1766,3672.86,6,137
16904.0,1984,3653.75,16,387
15808.0,1305,3651.27,4,142
12417.0,1552,3649.1,9,158
13426.0,2245,3641.32,10,103
12619.0,3378,3641.24,9,50
16440.0,2018,3640.67,5,186
13381.0,2029,3639.31,6,77
17230.0,1651,3638.41,8,51
17528.0,2138,3628.5,8,183
13327.0,1600,3627.77,8,74
13520.0,1649,3624.35,6,49
13082.0,4324,3613.63,9,63
18079.0,7347,3613.15,4,99
16712.0,1730,3611.31,11,259
15505.0,2390,3610.96,5,90
13137.0,2204,3603.29,8,345
14543.0,675,3599.73,16,43
15484.0,3150,3590.41,4,135
14132.0,3368,3586.0299999999997,11,100
16242.0,1969,3579.86,7,184
17576.0,1967,3564.83,19,245
14040.0,1544,3560.32,12,146
17203.0,2846,3560.08,6,116
17491.0,2013,3558.87,10,72
15544.0,3109,3546.71,9,122
14503.0,2004,3543.26,6,113
12370.0,2352,3541.94,4,143
13448.0,1648,3534.69,6,137
12454.0,1006,3528.34,1,15
17160.0,2856,3518.03,6,111
13953.0,2724,3515.68,7,8
15113.0,2344,3509.43,3,77
16131.0,1802,3506.54,6,55
13334.0,1764,3502.32,3,207
14907.0,1691,3501.1,7,125
16458.0,2154,3482.7400000000002,18,52
14395.0,1689,3479.91,9,181
13993.0,900,3466.36,9,66
13014.0,905,3466.2799999999997,10,67
15410.0,1200,3450.84,8,48
16360.0,2110,3450.41,6,365
15129.0,1794,3447.4,11,54
13536.0,2126,3444.39,7,91
15974.0,2262,3442.15,7,141
17725.0,2162,3439.08,11,115
15676.0,2252,3435.76,3,191
14221.0,2191,3432.8,9,123
12406.0,1818,3415.3,2,92
15981.0,1866,3408.48,8,53
17758.0,2054,3408.2000000000003,8,310
13437.0,1283,3408.06,7,143
17669.0,1916,3406.7200000000003,7,45
13198.0,2648,3401.2400000000002,6,199
15228.0,2255,3386.71,4,110
13842.0,1768,3385.62,9,155
16011.0,2035,3352.96,16,99
14227.0,1820,3350.96,10,117
16818.0,2164,3349.57,11,172
16607.0,2859,3347.71,14,140
17183.0,1296,3347.31,6,42
12643.0,1808,3344.64,6,11
12613.0,1644,3344.38,5,124
13015.0,1609,3339.64,5,156
12594.0,1777,3338.2200000000003,10,50
16556.0,1890,3313.79,7,144
13373.0,1651,3312.25,3,135
14841.0,1778,3295.76,6,103
15632.0,2109,3285.31,8,107
12480.0,1707,3281.63,4,129
15764.0,2050,3279.97,6,150
17723.0,792,3276.4000000000005,6,4
14702.0,1439,3251.79,17,196
13952.0,1431,3251.071,2,120
13047.0,1391,3237.54,10,106
15708.0,1217,3235.25,7,124
14175.0,1515,3222.3,3,139
13880.0,1842,3219.77,13,125
15443.0,1639,3213.59,7,237
14388.0,1941,3212.84,8,124
16107.0,1176,3204.1600000000003,7,16
13868.0,1964,3192.54,2,32
13758.0,1844,3190.55,7,104
14844.0,1833,3189.81,4,87
17220.0,1897,3187.55,14,303
17050.0,1595,3185.64,6,169
12456.0,1633,3181.04,3,105
17672.0,1690,3178.17,2,105
13268.0,3624,3174.75,11,257
16837.0,1563,3170.98,11,123
16041.0,1584,3166.4,3,6
17863.0,2638,3160.0,6,110
15065.0,1383,3158.13,4,148
17685.0,1907,3155.83,7,88
15861.0,2528,3146.92,8,339
14235.0,1959,3144.86,5,65
17231.0,1724,3124.72,10,292
13685.0,5056,3119.44,7,29
16678.0,2397,3109.99,12,92
13742.0,1115,3107.87,12,200
14099.0,2179,3104.17,11,167
15491.0,1646,3100.09,6,108
14257.0,1682,3099.7200000000003,5,88
14565.0,1540,3099.12,4,111
13135.0,4300,3096.0,1,1
16156.0,1273,3092.04,9,108
13362.0,1382,3090.7400000000002,4,128
16218.0,2088,3084.68,7,56
13869.0,1709,3083.65,4,234
17059.0,1850,3080.39,5,292
15998.0,2032,3080.22,5,370
18272.0,2050,3078.58,6,99
12910.0,1692,3075.04,8,48
13631.0,467,3070.42,11,6
16940.0,2169,3049.88,3,226
16393.0,1573,3040.96,13,120
16326.0,682,3039.2200000000003,14,158
17799.0,1753,3039.17,10,280
16905.0,1381,3037.6,7,117
16709.0,851,3029.87,5,64
12598.0,1964,3023.08,8,84
12395.0,2118,3018.63,12,91
18094.0,2518,3017.3,7,39
14456.0,2885,3017.28,9,580
12754.0,6481,3010.74,3,49
15521.0,1836,3000.2,8,116
17659.0,1525,2999.46,12,127
17504.0,1664,2997.0299999999997,9,112
12670.0,1397,2996.05,5,58
14307.0,2058,2995.72,6,150
15687.0,1310,2993.1,9,119
14639.0,1431,2984.49,6,138
14032.0,2032,2975.59,11,53
15854.0,926,2969.12,12,105
16497.0,1396,2965.69,6,128
17924.0,1160,2962.5,7,26
16686.0,1977,2959.88,7,406
14868.0,1405,2953.59,8,96
12916.0,1083,2944.95,4,53
17444.0,2119,2940.04,3,132
16316.0,1484,2938.91,8,120
17512.0,2753,2924.9900000000002,10,61
15606.0,892,2920.16,9,48
12906.0,1749,2919.81,5,55
14112.0,1651,2915.15,7,117
12438.0,1180,2906.85,2,84
13451.0,2128,2898.2599999999998,5,315
17644.0,1793,2895.64,11,102
18144.0,1343,2888.75,12,27
12408.0,1409,2888.55,5,81
13735.0,1128,2883.54,4,158
16633.0,1138,2883.1,6,115
14251.0,1674,2879.7000000000003,5,37
17728.0,1469,2876.01,3,153
14005.0,2478,2874.72,5,53
15628.0,1894,2870.2400000000002,9,85
13901.0,1739,2867.2,5,144
12685.0,1523,2863.08,6,117
14530.0,1395,2862.11,6,140
18145.0,2625,2861.55,4,174
14535.0,1824,2854.84,3,280
14711.0,966,2839.62,11,221
14852.0,1747,2836.69,6,96
14842.0,1166,2824.69,4,128
16928.0,2092,2814.7,17,69
16871.0,1253,2812.34,6,131
12356.0,1591,2811.43,3,53
18230.0,1316,2810.2000000000003,7,32
17596.0,4376,2806.69,7,168
14572.0,1420,2804.54,7,190
16081.0,1473,2799.42,5,175
13769.0,1163,2796.51,10,73
14903.0,1531,2795.33,5,227
12578.0,1196,2794.51,2,111
12758.0,2135,2791.59,2,84
17739.0,861,2791.35,7,29
14626.0,1403,2791.27,4,108
16764.0,1253,2790.9500000000003,13,209
17213.0,1176,2781.23,7,85
12388.0,1462,2780.66,6,57
15984.0,1815,2780.63,10,217
14121.0,2082,2780.15,4,148
15993.0,2037,2777.67,7,335
13870.0,1325,2770.94,8,91
15114.0,3096,2760.56,10,136
13971.0,1844,2758.26,8,118
13230.0,1638,2755.63,14,393
15321.0,1181,2748.31,3,83
17084.0,1702,2747.9900000000002,2,146
12669.0,1115,2744.0299999999997,3,98
13174.0,1352,2742.82,3,228
14854.0,1820,2740.03,7,110
16003.0,1185,2735.37,5,82
12840.0,1511,2726.77,4,67
15673.0,1451,2726.23,4,107
12380.0,1127,2724.81,4,77
17838.0,1831,2720.8,5,96
14125.0,1628,2720.63,3,159
14808.0,2120,2718.6,8,176
15356.0,1643,2718.03,10,215
12708.0,1307,2712.91,10,86
16938.0,2533,2711.6800000000003,4,212
15696.0,1015,2711.11,8,140
17069.0,1506,2709.7000000000003,9,111
13285.0,2051,2709.12,4,157
15796.0,860,2708.61,8,70
13654.0,2182,2707.33,6,157
14107.0,1793,2703.23,7,61
14732.0,1405,2702.4900000000002,8,105
17386.0,1902,2686.42,6,23
12625.0,1612,2683.82,2,73
13883.0,1436,2674.48,5,108
18097.0,1662,2662.4,6,65
14713.0,1613,2662.2,11,146
12360.0,1165,2662.06,3,105
14439.0,526,2661.24,1,32
15671.0,1699,2657.13,7,52
12721.0,1959,2656.13,6,133
13851.0,1705,2651.46,3,77
16618.0,1363,2647.59,5,79
13658.0,1019,2639.17,5,91
17655.0,1116,2638.94,7,66
13771.0,1477,2634.45,4,114
12520.0,1439,2634.26,5,121
17402.0,701,2633.85,13,33
18260.0,1475,2628.35,6,86
15752.0,1960,2626.6,7,236
13422.0,1326,2626.3,1,127
13644.0,2067,2624.26,4,144
17346.0,1617,2622.88,15,299
18210.0,1398,2621.38,6,109
16255.0,1767,2619.91,8,146
14262.0,1645,2618.23,8,87
13021.0,1352,2616.38,9,101
15782.0,864,2614.7400000000002,3,34
14397.0,1890,2612.96,19,18
18075.0,1464,2611.75,10,97
12836.0,1062,2610.36,4,148
12726.0,3143,2609.1,7,57
13136.0,1328,2607.61,5,94
13983.0,1183,2603.43,12,91
17317.0,1146,2600.34,3,8
17965.0,1532,2599.19,14,274
12600.0,774,2599.04,10,32
14408.0,1610,2599.03,7,60
13895.0,1365,2593.07,4,97
16919.0,1403,2592.25,11,141
16241.0,1443,2590.31,13,347
14243.0,1221,2588.77,10,99
13804.0,1462,2588.39,7,124
18077.0,1839,2584.41,11,101
13911.0,2731,2580.91,9,120
14546.0,1313,2573.93,5,250
18245.0,1788,2567.06,7,153
15485.0,1281,2564.5,3,59
16308.0,8000,2560.0,4,1
15033.0,1672,2557.18,10,315
16912.0,1025,2555.58,11,88
14334.0,1731,2552.21,8,98
14676.0,2500,2548.2400000000002,6,29
14776.0,3134,2538.3,11,44
17700.0,1266,2534.64,4,116
15572.0,1213,2533.42,7,166
14659.0,1195,2529.93,9,147
17314.0,1896,2527.92,8,120
14701.0,921,2526.09,9,268
13394.0,2392,2520.02,8,124
17449.0,1121,2519.21,7,178
15245.0,1784,2515.84,3,55
13344.0,952,2511.69,3,115
12352.0,536,2506.04,8,59
13695.0,1603,2504.13,15,46
13471.0,1583,2501.84,4,214
15932.0,2325,2495.87,8,93
16477.0,1415,2494.46,7,111
15271.0,1251,2493.34,15,184
12483.0,1110,2484.98,8,46
12913.0,1419,2483.63,5,37
12517.0,1361,2481.6,5,232
14315.0,1021,2481.13,6,64
13507.0,1597,2479.16,4,146
13588.0,2606,2478.95,9,131
17682.0,1367,2474.33,6,48
17188.0,1328,2474.23,7,71
14766.0,1349,2473.37,6,111
16710.0,1823,2467.99,10,268
17164.0,1501,2467.35,7,92
12455.0,2089,2466.86,6,85
17131.0,983,2463.17,5,78
15750.0,1783,2463.05,8,214
13784.0,2493,2462.79,11,9
13975.0,1697,2461.2400000000002,6,240
15674.0,1275,2446.6,5,88
14163.0,893,2445.91,4,36
14502.0,1480,2429.83,11,368
17071.0,1197,2429.03,9,102
15527.0,991,2428.53,8,127
13949.0,2474,2427.32,6,124
16143.0,919,2424.94,6,75
17722.0,1595,2424.04,4,111
15089.0,1359,2420.84,6,139
15373.0,500,2415.91,12,74
12397.0,1263,2409.9,2,110
17589.0,1631,2404.17,4,172
15980.0,1560,2398.86,3,40
18065.0,1027,2392.83,14,110
13141.0,1548,2388.75,5,113
15370.0,830,2386.05,7,65
14493.0,1285,2383.2400000000002,5,95
14239.0,993,2380.85,11,83
15270.0,1521,2379.49,7,22
13722.0,1401,2375.41,3,75
17434.0,1693,2373.82,7,100
13908.0,1478,2369.55,4,104
17530.0,1514,2367.12,10,306
15755.0,1427,2364.25,6,127
12457.0,843,2363.23,7,53
14930.0,1160,2362.96,3,116
14030.0,1478,2358.84,8,210
17634.0,838,2358.59,9,209
14440.0,588,2357.6800000000003,5,33
15140.0,1572,2354.25,7,74
14309.0,1633,2352.53,9,74
12704.0,1006,2340.84,8,64
18259.0,714,2338.6000000000004,3,27
12584.0,416,2338.15,9,44
18257.0,1041,2337.63,8,97
15281.0,1211,2332.15,9,121
12782.0,1086,2330.92,5,81
15785.0,1612,2328.9700000000003,5,58
17313.0,1402,2328.84,1,24
17744.0,3412,2322.4,6,110
17211.0,1323,2317.2200000000003,8,150
14290.0,915,2314.65,5,89
15365.0,1084,2314.32,7,65
17954.0,2221,2314.13,12,326
13704.0,1531,2308.06,9,111
15288.0,775,2306.52,5,80
16550.0,1540,2298.97,5,162
15105.0,1211,2298.93,7,90
13115.0,1567,2294.78,4,88
15704.0,1028,2293.62,4,79
12615.0,1376,2291.19,4,82
17696.0,1756,2285.71,8,78
12684.0,1985,2283.63,7,61
14554.0,1443,2279.4900000000002,4,147
13994.0,932,2274.14,6,122
13317.0,1035,2273.68,6,100
14466.0,1006,2272.4,7,35
16782.0,705,2267.9500000000003,13,103
16057.0,863,2263.12,7,109
16209.0,1179,2262.62,5,37
16293.0,982,2248.9900000000002,10,102
13700.0,2281,2248.63,10,139
17442.0,1496,2248.56,6,96
14432.0,2013,2248.5,6,256
15235.0,1324,2247.51,12,132
16735.0,1532,2247.41,5,88
16771.0,1487,2242.61,5,200
13527.0,1683,2242.36,7,153
14211.0,1242,2241.1,9,87
14560.0,1260,2237.77,22,39
16076.0,1435,2234.73,10,71
18242.0,1017,2232.4900000000002,4,72
12783.0,624,2225.91,6,76
13365.0,1247,2225.37,2,122
15834.0,961,2225.15,4,242
15665.0,1654,2222.21,2,92
14825.0,989,2221.01,12,82
15811.0,1071,2218.62,6,117
12876.0,1941,2218.02,2,67
14226.0,1296,2214.79,5,64
16743.0,2035,2213.13,7,89
15722.0,1023,2211.21,5,45
12653.0,919,2209.85,2,37
13862.0,1688,2209.36,8,97
15797.0,873,2207.4,4,8
15179.0,1938,2206.95,5,91
